word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
慎重,しんちょう,"thận trọng, cẩn thận",mimikaraoboeru,形容動詞 (tính từ đuôi na),私(わたし)は慎重(しんちょう)な性格(せいかく)なので、よく考(かんが)えてからでなければ行動(こうどう)しない。,Tôi là một người thận trọng nên sẽ suy nghĩ kĩ lưỡng mới hành động.,"""""""慎"""" mang ý nghĩa """"cẩn thận, thận trọng"""", """"重"""" có nghĩa là """"nặng nề, quan trọng"""". Kết hợp lại, từ này mô tả thái độ cẩn thận, thận trọng khi đối mặt với vấn đề quan trọng.""",慎重さ(しんちょうさ): sự thận trọng、慎重姿勢(しんちょうしせい): thái độ thận trọng、慎重意見(しんちょういけん): ý kiến thận trọng
穏やか,おだやか,"ôn hòa, điềm tĩnh, yên ả",mimikaraoboeru,形容動詞 (tính từ đuôi na),この辺(あた)りは気候(きこう)が穏(おだ)やかで住(す)みやすい。,Khí hậu vùng này ôn hòa nên dễ sống.,"""""""穏"""" mang ý nghĩa """"yên bình, ôn hòa"""". Khi thêm đuôi """"やか"""", từ này diễn tả trạng thái yên bình, ôn hòa, không có xáo trộn hay kích động.""",穏やかさ(おだやかさ): sự ôn hòa、穏やか笑顔(おだやかえがお): nụ cười hiền hòa、穏やか気候(おだやかきこう): khí hậu ôn hòa
真剣,しんけん,"nghiêm túc, nghiêm chỉnh, chân kiếm",mimikaraoboeru,形容動詞 (tính từ đuôi na),二人(ふたり)は結婚(けっこん)するつもりで真剣(しんけん)に付(つ)き合(あ)っている。,Hai người đang hẹn hò một cách nghiêm túc với ý định kết hôn.,"""""""真"""" mang ý nghĩa """"thật, chân thực"""", """"剣"""" có nghĩa là """"kiếm"""". Kết hợp lại, từ này nghĩa gốc là """"thanh kiếm thật"""", từ đó mở rộng thành ý nghĩa """"nghiêm túc, thực sự"""".""",真剣さ(しんけんさ): sự nghiêm túc、真剣勝負(しんけんしょうぶ): trận đấu thực sự、真剣味(しんけんみ): vẻ nghiêm túc
正式な,せいしきな,"chính thức, trang trọng",mimikaraoboeru,tính từ na,日本(にほん)のお札(さつ)の正式(せいしき)な名称(めいしょう)は「日本(にほん)銀行券(ぎんこうけん)」だ。,"""Tên gọi chính thức của tờ tiền Nhật là """"Tiền giấy Nhật Bản"""".""","""正 nghĩa là """"đúng đắn/đúng quy tắc"""", 式 nghĩa là """"lễ nghi/hình thức"""". Kết hợp lại, từ này có nghĩa là """"đúng theo hình thức quy định"""" hay """"chính thức"""".""",正式名称(せいしきめいしょう): tên gọi chính thức、正式採用(せいしきさいよう): tuyển dụng chính thức、正式発表(せいしきはっぴょう): công bố chính thức
主な,おもな,"chính, chủ yếu",mimikaraoboeru,tính từ na,「今日(きょう)の主(おも)なニュースを五(いつ)つお伝(つた)えします」,Hôm nay chúng tôi sẽ truyền tải 5 tin chính.,"""Kanji 主 có nghĩa là """"chủ, người chủ, điều chính"""". Khi kết hợp với đuôi な, nó tạo thành tính từ chỉ thứ gì đó """"chính"""" hoặc """"chủ yếu"""" trong một nhóm.""",主成分(おもせいぶん): thành phần chính、主目的(おももくてき): mục đích chính、主内容(おもないよう): nội dung chính
主要な,しゅような,"chủ yếu, chính",mimikaraoboeru,tính từ na,会(かい)の主要(しゅよう)な役員(やくいん)が集(あつ)まって今後(こんご)の方針(ほうしん)を議論(ぎろん)した。,Các nhân viên chủ chốt trong cuộc họp tập hợp để thảo luận phương châm sắp tới.,"""主 nghĩa là """"chủ, chính"""", 要 nghĩa là """"cần thiết, quan trọng"""". Khi kết hợp lại, từ này mang ý nghĩa """"quan trọng chính"""" hay """"chủ yếu"""".""",主要都市(しゅようとし): thành phố chính、主要産業(しゅようさんぎょう): ngành công nghiệp chính、主要国(しゅようこく): quốc gia chính
貴重な,きちょうな,"quý giá, có giá trị",mimikaraoboeru,tính từ na,留学(りゅうがく)と言(い)う貴重(きちょう)な体験(たいけん)をした。,Du học là một trải nghiệm quý báu.,"""貴 nghĩa là """"quý, đáng trọng"""", 重 nghĩa là """"nặng, quan trọng"""". Kết hợp lại, từ này có nghĩa là """"có giá trị cao"""" hoặc """"quý giá"""".""",貴重品(きちょうひん): đồ quý giá、貴重資料(きちょうしりょう): tài liệu quý giá、貴重種(きちょうしゅ): loài quý hiếm
偉大な,いだいな,vĩ đại,mimikaraoboeru,tính từ na,アインシュタインは科学(かがく)の分野(ぶんや)で偉大(いだい)な功績(こうせき)をあげた。,Einstein đã gặt hái được thành công vĩ đại trong lĩnh vực khoa học.,"""偉 nghĩa là """"xuất chúng, tuyệt vời"""", 大 nghĩa là """"to lớn"""". Kết hợp lại, từ này có nghĩa là """"vĩ đại"""" hay """"có tầm ảnh hưởng lớn"""".""",偉大さ(いだいさ): sự vĩ đại、偉大性(いだいせい): tính vĩ đại、偉大人物(いだいじんぶつ): nhân vật vĩ đại
偉い,えらい,"đáng nể, đáng ngưỡng mộ, vĩ đại",mimikaraoboeru,tính từ i,卒業式(そつぎょうしき)には市長(しちょう)や大臣(だいじん)など偉(えら)い人(ひと)が来(き)ていた。,"Trong lễ tốt nghiệp, những người vĩ đại như thị trưởng và thủ tướng cũng đã đến dự.","偉 là một kanji ghép từ bộ 亻(nhân) và 韋 (da thuộc). Ý nghĩa gốc liên quan đến sự xuất chúng, vượt trội hơn người thường.",偉さ(えらさ): sự tuyệt vời、偉人(いじん): người vĩ đại、偉業(いぎょう): thành tựu vĩ đại
独特な,どくとくな,"độc nhất, đặc biệt, độc đáo",mimikaraoboeru,tính từ na,ブルーチーズには独特(どくとく)な香(かお)りがある。,Phô mai xanh có hương vị rất độc đáo.,"""独 nghĩa là """"một mình, độc lập"""", 特 nghĩa là """"đặc biệt, đặc điểm"""". Kết hợp lại, từ này mang ý nghĩa """"đặc điểm riêng biệt"""" hay """"độc đáo"""".""",独特さ(どくとくさ): tính độc đáo、独特性(どくとくせい): đặc tính độc đáo、独特風味(どくとくふうみ): hương vị đặc trưng
特殊な,とくしゅな,"đặc thù, đặc biệt",mimikaraoboeru,tính từ na,この仕事(しごと)には特殊(とくしゅ)な技能(ぎのう)が必要(ひつよう)だ。,Công việc này cần một kĩ năng đặc thù.,"""特 nghĩa là """"đặc biệt"""", 殊 nghĩa là """"khác biệt, đặc biệt"""". Kết hợp lại, từ này mang ý nghĩa """"đặc biệt ở mức độ cao"""" hay """"đặc thù"""".""",特殊性(とくしゅせい): tính đặc thù、特殊撮影(とくしゅさつえい): kỹ xảo điện ảnh、特殊教育(とくしゅきょういく): giáo dục đặc biệt
奇妙な,きみょうな,"kỳ lạ, quái dị",mimikaraoboeru,tính từ na,この魚(さかな)は奇妙(きみょう)な形(かた)をしている。,Con cá này có một hình thù kì lạ.,"""奇 nghĩa là """"lạ lùng, kỳ lạ"""", 妙 nghĩa là """"tuyệt vời, kỳ diệu, lạ lùng"""". Kết hợp lại, từ này mang ý nghĩa """"kỳ lạ"""" hoặc """"quái dị"""".""",奇妙さ(きみょうさ): sự kỳ lạ、奇妙奇天烈(きみょうきてれつ): kỳ quặc、奇妙現象(きみょうげんしょう): hiện tượng kỳ lạ
妙な,みょうな,"lạ, tò mò, kỳ quặc",mimikaraoboeru,tính từ na,妙(みょう)なことに、初(はじ)めて来(き)たこの場所(ばしょ)をなんだか知(し)っているような気(き)がする。,"Thật là kì lạ, lần đầu tiên đến nơi này nhưng tôi cứ cảm thấy như đã biết chút gì đó rồi.","""Kanji 妙 bao gồm bộ 女 (nữ) và 少 (ít). Ý nghĩa ban đầu liên quan đến sự tuyệt vời, tinh tế, nhưng trong ngữ cảnh hiện đại thường mang ý nghĩa """"kỳ lạ"""" hoặc """"khó hiểu"""".""",妙技(みょうぎ): kỹ thuật tuyệt vời、妙案(みょうあん): ý tưởng hay、妙味(みょうみ): hương vị đặc biệt
怪しい,あやしい,"đáng ngờ, không bình thường, khả nghi",mimikaraoboeru,tính từ i,家(いえ)の前(まえ)を怪(あや)しい男(おとこ)がうろうろしている。,Có người đàn ông lạ mặt cứ đi vòng vòng trước nhà.,"怪 bao gồm bộ phận 忄(tâm) và phần 圣. Ý nghĩa liên quan đến sự kỳ lạ, bí ẩn hoặc đáng ngờ gây ra cảm giác lo lắng trong lòng.",怪しさ(あやしさ): sự đáng ngờ、怪しげな(あやしげな): có vẻ đáng ngờ、怪しむ(あやしむ): nghi ngờ
異常な,いじょうな,"dị thường, khác thường, bất thường",mimikaraoboeru,tính từ na,今年(ことし)の夏(なつ)の暑(あつ)さは異常(いじょう)だ。,Cái nóng của mùa hè năm nay thật bất thường.,"""異 nghĩa là """"khác, lạ"""", 常 nghĩa là """"thường xuyên, bình thường"""". Kết hợp lại, từ này mang ý nghĩa """"khác với bình thường"""" hay """"bất thường"""".""",異常さ(いじょうさ): sự bất thường、異常気象(いじょうきしょう): thời tiết bất thường、異常性(いじょうせい): tính bất thường
高度な,こうどな,"độ chính xác cao, cao cấp, tiên tiến",mimikaraoboeru,tính từ na,このメーカーは高度(こうど)な半導体(はんどうたい)技術(ぎじゅつ)で知(し)られている。,Nhà sản xuất này được biết đến với kĩ thuật chất bán dẫn cao độ.,"""高 nghĩa là """"cao"""", 度 nghĩa là """"độ, mức độ"""". Kết hợp lại, từ này mang ý nghĩa """"ở mức độ cao"""" hoặc """"độ cao"""".""",高度経済成長(こうどけいざいせいちょう): tăng trưởng kinh tế cao độ、高度技術(こうどぎじゅつ): kỹ thuật cao、高度医療(こうどいりょう): y tế cao cấp
新たな,あらたな,mới,mimikaraoboeru,tính từ na,裁判(さいばん)で新(あら)たな証人(しょうにん)が現(あらわ)れた。,Thẩm phán đã tìm ra một nhân chứng mới.,"""Từ này chỉ sử dụng một kanji là 新 nghĩa là """"mới"""". Kết hợp với đuôi な, nó tạo thành tính từ chỉ điều gì đó """"mới"""" hoặc """"mới mẻ"""".""",新たな発見(あらたなはっけん): phát hiện mới、新たな展開(あらたなてんかい): diễn biến mới、新たな課題(あらたなかだい): vấn đề mới
カット,かっと,"cắt, chia, cắt giảm, loại bỏ",mimikaraoboeru,động từ ngoại lai,ケーキを8つにカットした。,Cắt bánh ra 8 cái.,"""Là từ vựng katakana được vay mượn từ tiếng Anh """"cut"""" với ý nghĩa cắt, chia tách. Không chứa kanji.""","ヘアカット (へあかっと): cắt tóc、ノーカット (のーかっと): không cắt xén, nguyên bản、カットグラス (かっとぐらす): thủy tinh cắt"
カバー,かばー,"bìa, trang bìa, lá chắn, bao phủ, che đậy",mimikaraoboeru,danh từ ngoại lai,ソファーをカバーで覆（おお）う。,Trải bạt phủ lên ghế sofa.,"""Là từ vựng katakana được vay mượn từ tiếng Anh """"cover"""" với ý nghĩa che phủ, bảo vệ. Không chứa kanji.""",ブックカバー (ぶっくかばー): bìa sách、洋服カバー (ようふくかばー): bao áo quần、枕カバー (まくらかばー): vỏ gối
リハビリ,りはびり,"điều trị phục hồi, phục hồi chức năng",mimikaraoboeru,danh từ ngoại lai,骨折（こっせつ）で入院（にゅういん）し、退院後（たいいんご）もしばらくリハビリのため病院（びょういん）に通（かよ）った。,"Bị gãy xương nên nhập viện, sau khi xuất viện vẫn phải đến bệnh viện một thời gian để điều trị phục hồi.","""Là từ vựng katakana được rút gọn từ リハビリテーション (tiếng Anh """"rehabilitation""""). Không chứa kanji.""",リハビリ運動 (りはびりうんどう): vận động phục hồi chức năng、リハビリセンター (りはびりせんたー): trung tâm phục hồi chức năng、在宅リハビリ (ざいたくりはびり): phục hồi chức năng tại nhà
プレッシャー,ぷれっしゃー,"áp lực, sức ép",mimikaraoboeru,danh từ ngoại lai,この仕事（しごと）は、新入（しんにゅう）社員（しゃいん）にはプレッシャーが大（おお）きい。,Công việc này gây áp lực lớn đối với nhân viên mới.,"""Là từ vựng katakana được vay mượn từ tiếng Anh """"pressure"""". Không chứa kanji.""",精神的プレッシャー (せいしんてきぷれっしゃー): áp lực tinh thần、時間的プレッシャー (じかんてきぷれっしゃー): áp lực về thời gian、プレッシャーポイント (ぷれっしゃーぽいんと): điểm gây áp lực
カウンセリング,かうんせりんぐ,"tư vấn, chỉ dẫn, tham vấn tâm lý",mimikaraoboeru,danh từ ngoại lai,学校（がっこう）で子供（こども）たち｛を/に｝カウンセリングする仕事（しごと）をしている。,Tôi đang làm công việc tư vấn cho trẻ em ở trường học.,"""Là từ vựng katakana được vay mượn từ tiếng Anh """"counseling"""". Không chứa kanji.""",心理カウンセリング (しんりかうんせりんぐ): tư vấn tâm lý、就職カウンセリング (しゅうしょくかうんせりんぐ): tư vấn việc làm、キャリアカウンセリング (きゃりあかうんせりんぐ): tư vấn nghề nghiệp
